section_id,section_name,section_text,char_count,present,report_id
489,equipment_failure,,0,False,98
490,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
55
Yield point (Pa)
14
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",530,True,98
491,summary_activities_24h,"COMPLETED MINI-FRAC JOB. PERFORATED UPPER TEST ZONE FROM 3826-3865 M.
FLOWED/TESTED WELL.",122,True,99
492,summary_planned_24h,CONTINUE CONDUCTING DST,64,True,99
493,operations,"Operations
Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
01:00
0
formation evaluation -- dr
ill stem test
ok
COMPLETED POOH WITH BHS / ELECTRIC LINE.
01:00
04:00
3865
formation evaluation -- dr
ill stem test
ok
RD BHS TOOLSTRING. ANALYZED/CHECKED SAMPLERS FOR ACCEPTABLE SAMPLES.
04:00
06:00
3865
formation evaluation -- ci
rculating conditioning
ok
START PERFORMING MINI-FRAC BY PUMPING/BULLHEADING SEAWATER/POLYMER DOWN TEST STRING.
06:00
09:00
3865
formation evaluation -- ci
rculating conditioning
ok
CONTINUED WITH MINI-FRAC JOB - USING CEMENT UNIT. PUMP RATE DECREASED TO 50 LPM Ø 345 BAR AFTER 6,6,M3 HAD BEEN BULLHEADED;LOW INFL
OW RATE INDICATING THAT NO FRACTURE HAD BEEN CREATED.STOPPED PUMPING & RECORDED FALL-OFF PRESSURE.
09:00
10:30
3865
formation evaluation -- ci
rculating conditioning
ok
CONTINUED BULLHEADING WITH 345 BAR. LOW PUMPING RATE = 4 LPM. PUMPED ANOTHER 0,8 M3 SEAWATER/POLYMER FLUID. STOPPED PUMPING - NO
FRACTURE CREATED. MINI-FRAC JOB CONCLUDED.
10:30
13:00
0
workover -- perforate
ok
CLOSED LUBRICATOR VALVES & BLED DOWN ABOVE VALVES TO 0 BAR. RU PERFORATING BAR TOOLSTRING & ELECTRIC LINE TO PERFORATE ZONE #1B.
13:00
17:00
3865
workover -- perforate
ok
RIH WITH ELECTRIC LINE + BAR. PERFORATED VIA TCP GUNS - USING BAR TO DETONATE - Ø 1513 HRS. PERFORATED FROM 3826 - 3865 M. POOH WITH B
AR + ELECTRIC LINE.
17:00
20:30
3865
workover -- perforate
ok
RD ELECTRIC LINE, LUBRICATOR & WIRELINE BOPS.
20:30
00:00
3865
formation evaluation -- dr
ill stem test
ok
OPENED WELL TO FLOW Ø 2051 HRS. FLOWED/TESTED WELL.",1649,True,99
494,equipment_failure,,0,False,99
495,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,99
496,summary_activities_24h,FLOWED/TESTED WELL.,52,True,100
497,summary_planned_24h,CONTINUE TO FLOW/TEST WELL. SHUT-IN FOR BUILD-UP TEST.,95,True,100
498,operations,"Start time
Start time
End time
End time
End Depth mMD
End Depth mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
06:00
3865
formation evaluation -- drill stem test
ok
FLOWED/TESTED WELL ON MAIN FLOW.
06:00
00:00
3865
formation evaluation -- drill stem test
ok
FLOWED/TESTED WELL - ON MAIN FLOW PERIOD
.",340,True,100
499,equipment_failure,,0,False,100
500,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,100
501,summary_activities_24h,FLOWED/TESTED WELL. SHUT-IN FOR DOWNHOLE PRESSURE BUILD-UP TEST.,97,True,101
502,summary_planned_24h,CONTINUE WITH PRESSURE BUILD-UP TEST.,78,True,101
503,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
06:00
3865
formation evaluation
-- drill stem test
ok
FLOWED/TESTED WELL.
06:00
14:30
3865
formation evaluation
-- drill stem test
ok
FLOWED/TESTED WELL. TOOK PVT SAMPLES.
14:30
00:00
3865
formation evaluation
-- drill stem test
ok
SHUT-IN WELL BY CLOSING LPR-N/TESTER VALVE. CHECKED FOR LEAKAGE & THEN CLOSED FLOW WING VALVE ON FLOW-HEAD. BLED OFF PRESSURE DO
WNSTREAM OF FLOW-HEAD. CLOSED CHOKE MANIFOLD. CONDUCTED DOWNHOLE PRESSURE BUILD-UP TEST.",603,True,101
504,equipment_failure,,0,False,101
505,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,101
506,summary_activities_24h,SHUT-IN FOR DOWNHOLE PRESSURE BUILD-UP TEST.,77,True,102
507,summary_planned_24h,"COMPLETE SHUT-IN BUILD-UP TEST. PERFORM MINI-FRAC JOB. KILL WELL.
START POOH WITH DST STRING.",134,True,102
508,operations,"Start time
Start time
End time
End time
End Depth mMD
End Depth mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
06:00
3865
formation evaluation -- drill stem test
ok
CONTINUED PERFORMING SHUT-IN BUILD-UP TEST
.
06:00
00:00
3865
formation evaluation -- drill stem test
ok
CONTINUED PERFORMING SHUT-IN BUILD-UP TEST
.",354,True,102
509,equipment_failure,,0,False,102
510,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.49
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,102
511,summary_activities_24h,COMPLETED SHUT-IN PRESSURE BUILD-UP TEST. PERFORMED MINI-FRAC/KILL,99,True,103
512,summary_planned_24h,COMPLETE POOH/LD DST STRING.,69,True,103
513,operations,"3 1/2"" DST STRING.
Summary of planned activities (24 Hours)
COMPLETE POOH/LD DST STRING.
Operations
Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
06:00
3865
formation
evaluation -- drill st
em test
ok
CONTINUED PERFORMING SHUT-IN BUILD-UP TEST.
06:00
08:30
3865
formation
evaluation -- drill st
em test
ok
COMPLETED SHUT-IN BUILD-UP TEST.
08:30
10:30
3865
formation
evaluation -- circula
ting conditioning
ok
PRESSURED UP ON ANNULUS TO 200 BAR-LOCKED OPEN TESTER VALVE.PERFORMED MINI-FRAC TEST 2B. USING SEAWATER/POLYMER MIXTURE, THE FRACTU
RE CLOSURE PRESSURE WAS DETERMINED TO BE APPROXIMATELY 555 BAR AT 3045 M TVD - TOP PERFORATION.
10:30
12:00
3865
formation
evaluation -- circula
ting conditioning
ok
CONTINUED WITH THE MINI-FRAC JOB. PUMPED 14,5 M3 OF 1,47 SG MUD. PUMP RATE = 1000 LPM AT 340 BAR.
12:00
14:00
3865
formation
evaluation -- circula
ting conditioning
ok
FLUSHED SURFACE TEST LINES & EQUIPMENT WITH SEAWATER.OPENED MPR & RELEASED RTTS W/13MT O/PULL.CLOSED MPR & SHEARED APR-RD VALVE W/30
0BAR ANNULUS PRESSURE. COMPLETED THE KILL PROCEDURE BY BULLHEADING 1,6 M3 1,47 SG MUD DOWN THE ANNULUS - FORCING FLUID BELOW PACKER T
O BE BULLHEADED INTO FORMATION.
14:00
17:30
3865
formation
evaluation -- circula
ting conditioning
ok
OPENED MPR & CIRCULATED BOTTOMS UP - SHUTTING IN THE WELL & TAKING RETURNS THROUGH THE CHOKE LINE AFTER 2/3 ANNULAR VOLUME HAD BEEN P
UMPED. MAX GAS READING = 3,7%. AFTER GAS DECREASED, OPENED WELL & CONTINUED CIRCULATING UP RISER - FOR A TOTAL OF 2 BOTTOMS UP.
17:30
18:00
3865
formation
evaluation -- circula
ting conditioning
ok
FLOW CHECKED & PUMPED SLUG.
18:00
00:00
3755
formation
evaluation -- rig up/
down
ok
RD SURFACE FLOWHEAD. POOH/LD 5"" LANDING STRING - LD 2 LUBRICATOR VALVES. STARTED LD SSTT-SUBSEA TEST TREE.",1929,True,103
514,equipment_failure,,0,False,103
515,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,103
516,summary_activities_24h,"COMPLETED POOH/LD DST STRING. MU 7"" EZSV & TIH TO SQUEEZE PERFS.",97,True,104
517,summary_planned_24h,"SET 7"" EZSV & SQUEEZE PERFS. POOH WITH EZSV M.S.T.",91,True,104
518,operations,"Start
Start
time
time
End time
End time
End Depth
End Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
01:00
3755
formation evaluation -- rig up/dow
n
ok
COMPLETED LD SSTT.
01:00
06:00
2500
formation evaluation -- rig up/dow
n
ok
POOH - LD 3 1/2"" TEST STRING. 125 JTS. LD AT REPORT TIME.
06:00
14:00
317
formation evaluation -- rig up/dow
n
ok
FINISHED POOH WITH 3 1/2"" TEST TUBING STRING. LD A TOTAL OF 358 JTS.
14:00
20:00
0
formation evaluation -- rig up/dow
n
ok
LD DST BHA/TOOLS.
20:00
00:00
0
plug abandon -- trip
ok
CLEARED RIG FLOOR. MU CEMENTING STAND & TESTED TIW + LO-TORQ VALVES TO 345 BAR FOR 5 MINUTES. STAND SAME BA
CK.",682,True,104
519,equipment_failure,,0,False,104
520,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
4131
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,104
521,summary_activities_24h,"COMPLETED TIH WITH 7"" EZSV; SET EZSV AT 3818 M. PERFORMED SQUEEZE JOB.",103,True,105
522,summary_planned_24h,"POOH WITH 3 1/2""DP TO 2325 M - LD DP. INCREASE MW TO 1,55 SG.
CONTINUE TO POOH WITH M.S.T. TEST BOPS.",142,True,105
523,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
06:00
1400
plug abandon
-- trip
ok
MU 7"" EZSV & TIH USING 3 1/2"" DP. 47 STANDS IN AT REPORT TIME.
06:00
17:00
3818
plug abandon
-- trip
ok
COMPLETED TIH WITH 7"" EZSV TO 3818 M.
17:00
19:00
3818
plug abandon
-- mechanical
plug
ok
SET EZSV Ø 3818M. SHEARED SLEEVE W/18MT O/P; SET DOWN 18MT TO CONFIRM THAT EZSV WAS SET. STUNG OUT OF EZSV & TESTED EZSV TO 345 BAR FOR 15 MI
NUTES. STING BACK INTO EZSV & CLOSED UPPER ANNULAR IN PREPARATION FOR SQUEEZE JOB.
19:00
00:00
3818
plug abandon
-- squeeze
fail
WHILE TRANSFERRING CEMENT SPACER TO CEMENT UNIT, 3,5 M3 OF SPACER WAS ACCIDENTALLY TRANSFERRED TO ACTIVE SYSTEM. THE AMOUNT OF SPACER NE
EDED FOR SQUEEZE JOB NOW NOT AVAILABLE. REBUILT THE SPACER. NOTE:CIRCULATED MUD AT 450 LPM - 130 BAR - WHILE REBUILDING THE SPACER CIRCULATED
TOTAL OF 1,2 X BTMS UP.",960,True,105
524,equipment_failure,,0,False,105
525,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
3818
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.47
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,105
526,summary_activities_24h,"POOH W/7"" EZSV MECHANICAL SETTING TOOL TO 2325 M - LD 3 1/2"" DP.
INCREASED MUD WT. TO 1,55 SG. FINISHED POOH. TESTED BOPS. MU & STARTED
TIH WITH 7"" CASING CUTTER BHA.",199,True,106
527,summary_planned_24h,"CUT7""CSG Ø2275M & POOH WITH CSG. CUTTER. PULL 7"" WEAR BUSHING.RETRIEVE
SEAL ASSEMBLY. MU CASING SPEAR BHA & SPEAR CASING. START POOH/LD CSG.",181,True,106
528,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:30
3818
plug abandon --
squeeze
fail
FINISHED RE-BUILDING CEMENT SPACER IN PREPARATION FOR SQUEEZE JOB. HELD PRE-JOB SAFETY MEETING ON RIG FLOOR WHILE SPACER WAS BEING WEIGH
ED UP. CLOSED UPPER ANNULAR & PRESSURED UP ON ANNULUS TO 60 BAR IN PREPARATION FOR SQUEEZE JOB.
01:30
03:30
3818
plug abandon --
squeeze
ok
PERFORMED SQUEEZE JOB - SQUEEZING PERFS BELOW EZSV. PUMPED 3 M3 SPACER,4 M3 1,90SG CEMENT, 1,1 M3 SPACER & 7 M3 MUD;STUNG INTO EZSV &
SQUEEZED 3 M3 CEMENT BELOW - FINAL SQUEEZE PRESSURE = 192 BAR Ø ,33 M3 PER MIN. SQUEEZED APPROX. 1,67 M3 CEMENT INTO PERFS. SHUT-DOWN-PRES
SURE HELD Ø 135 BAR. WT. DOWN ON EZSV DURING JOB:10 MT.
03:30
05:00
3605
plug abandon --
cement plug
ok
STUNG OUT OF EZSV & BLED OFF BACK-PRESSURE FROM ANNULUS. OPENED UPPER ANNULAR & SPOTTED 1 M3 CEMENT ON TOP OF EZSV. POOH TO 3605 M. TOC
= PBTD = 3765 M.
05:00
05:30
3605
plug abandon --
circulating condi
tioning
ok
REVERSED OUT 1,5 X STRING VOLUME/670 LPM Ø 152 BAR. NO SPACER OR CEMENT IN RETURNS.
05:30
06:00
3605
plug abandon --
mechanical
plug
ok
TESTED EZSV TO 345 BAR FOR 15 MINUTES USING UPR.
06:00
11:00
2325
plug abandon --
trip
ok
PUMPED SLUG & POOH TO 2325 M ; LD 132 JTS. 3 1/2"" DP ON TOH.
11:00
14:00
2325
plug abandon --
circulating condi
tioning
ok
CIRCULATED & INCREASED MUD WT. TO 1,55 SG.
14:00
17:00
0
plug abandon --
trip
ok
PUMPED SLUG & COMPLETED POOH WITH 7"" EZSV MECHANICAL SETTING TOOL.
17:00
19:00
106
drilling -- bop ac
tivities
ok
MU FMC SPRING-LOADED TOOL & TIH TO WEAR BUSHING IN PREPARATION TO TEST BOPS.
19:00
22:00
106
drilling -- bop ac
tivities
ok
TESTED BOPS ON YELLOW POD - UPPER ANNULAR TESTED TO 20/241 BAR; LOWER ANNULAR + PIPE RAMS + FAIL SAFE VALVES TESTED TO 20/345 BAR. FUNCTION
TESTED BOPS ON BLUE POD.
22:00
22:30
0
drilling -- bop ac
tivities
ok
POOH WITH SPRING-LOADED TOOL.
22:30
23:00
0
interruption -- m
aintain
ok
CHANGED SAVER SUB ON TOP DRIVE FROM 3 1/2"" IF TO 4 1/2"" IF.
23:00
00:00
0
drilling -- bop ac
tivities
ok
RU & STARTED TESTING SURFACE EQUIPMENT.",2161,True,106
529,equipment_failure,,0,False,106
530,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
3765
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.55
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,106
531,summary_activities_24h,"CONT RIH AND CUT 7"" CSG AT 2275M. POOH AND RETRIVED WEAR BUSHING.
ATTEMPT TO RETRIEVE SEAL ASSY WITH 4 RUNS TO WELLHEAD, NO SUCCESS.
MODEFIED SPRING LOADED TOOL AND RETRIEVED SEAL ASSY. MADE UP 7"" CSG
SPEAR ASSY AND RIH.",253,True,107
532,summary_planned_24h,"RETRIEVE 7"" CSG AND LAY DOWN SAME. SET WEAR BUSHING AND SET K.O. CMT
PLUG.",115,True,107
533,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:00
0
drilling -- bo
p activities
ok
FINISHED TESTING 2 TOP DRIVE SAFETY VALVES + KELLY HOSE TO 20/345 BAR. RD TESTING EQUIPMENT.
01:00
02:30
0
plug abando
n -- trip
ok
REPLACED 1 BENT JOINT OF 3 1/2"" DP IN CEMENTING STAND & MOVED STAND IN DERRICK + LD 1 STAND 3 1/2"" DP - TO ALLOW ACCESS TO 3 1/2"" HWDP TO BE USED I
N CUTTING BHA.
02:30
06:00
1200
plug abando
n -- trip
ok
MU BAKER 7"" CASING CUTTING BHA + 3 1/2"" HWDP. TIH WITH BHA ON 3 1/2"" DP. 36 STANDS DP IN HOLE - AT APPROX. 1200 M - AT REPORT TIME.
06:00
10:00
2275
plug abando
n -- trip
ok
CONTINUED RIH W/ CSG CUTTING ASSY. SPACED OUT WITH SWIVEL IN WELLHEAD RECORDED PRESSURE AND TORQUE READINGS. START CUT AT 2275M.
10:00
10:30
2275
plug abando
n -- trip
ok
CONT 7"" CSG CUT AND HAD 40 BAR PRESSURE DROP AND SLIGHT LOSS OF MUD. PULLED ABOVE CUT AND OBSERVED WELL IN 15 MIN. TRIP TANK GAINED 0,5 M3 WI
TH DECLINING RATE TO STEADY.
10:30
14:30
160
plug abando
n -- trip
ok
PUMPED SLUG AND POOH. FLOW CHECKED BELOW BOP, OK.
14:30
16:00
0
plug abando
n -- trip
ok
LAID DOWN 15 JT 3 1/2"" HWDP AND CSG CUTTER ASSY.
16:00
18:00
0
plug abando
n -- other
ok
MADE UP SPRING ACTUATED TOOL AND RETRIEVED WEAR BUSHING.
18:00
22:00
0
plug abando
n -- cut
fail
MADE UP FMC SPRING LOADED TOOL AND ATTEMPTED TO RETRIEVE SEAL ASSY WITH 15 TON DOWN WT AND 2700 DNM TORQUE. FLOW CHECKED AND PUMPED BT
M UP OVER CHOKE. POOH, DID NOT RETRIEVE SEAL ASSY. RIH AND ATTEMPT TO RETRIEVE SEAL ASSY WITHOUT SUCCESS.
22:00
00:00
0
plug abando
n -- cut
fail
MADE UP RUBBER NOSE JET SUB AND RIH TO SEAL ASSY AND WASH WELLHEAD WITH 1500 L/MIN AND 103 BAR. POOH.",1741,True,107
534,equipment_failure,,0,False,107
535,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
3765
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.55
Funnel Visc (s)
-999.99
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
56
Yield point (Pa)
13.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",532,True,107
536,summary_activities_24h,"RETRIVED 7"" CSG. SET WEAR BUSHING AND RIH TO SET KICK OFF PLUG. CIRC
HOLE IN CSG WINDOW.",121,True,108
537,summary_planned_24h,CIRC HOLE CLEAN. SET K.O. PLUG. POOH AND LAY DOWN EXCESS TUBULARS.,107,True,108
538,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main -
Main -
Sub
Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:30
0
plug
abandon --
cut
fail
RIH AND ATTEMPT TO ENGAGE SEAL ASSY, NO GO. POOH.
01:30
02:30
0
plug
abandon --
cut
fail
MODEFIED SPRING LOADED TOOL BY REMOVING LATCH LUGS AND GRIND OFF 4 MM. REDRESSED SAME.
02:30
04:00
0
plug
abandon --
cut
ok
RIH AND ENGAGED SEAL ASSY. SET DOWN 5 TON, CLOSE L/ANNULAR FOR SUPPORT AND APPLIED 6000 DNM TORQUE, SET DOWN TO 14 TON DOWN WT AND PICKED
UP NO INDICATION OF OVER PULL. CHECKED FOR FLOW, OPEN ANNULAR AND POOH. LAID DOWN SEAL ASSY AND RETRIEVING TOOL.
04:00
06:00
106
plug
abandon --
cut
ok
MADE UP 7"" CSG SPEAR/PACKOFF ASSY AND RIH TO WELLHEAD.
06:00
06:30
105
plug
abandon --
cut
ok
ENGAGED SPEAR IN 7"" CSG AND PULLED CSG FREE WITH 100 TON OVER PULL FLOW CHECKED WELL, WELL STATIC.
06:30
07:30
2169
plug
abandon --
cut
ok
POOH WITH 7"" CSG. RELEASED CSG SPEAR AND RACKED BACK IN DERRICK.
07:30
09:00
2169
plug
abandon --
cut
ok
RIG UP 7"" CSG HANDLING EQUIPMENT.
09:00
20:00
0
plug
abandon --
cut
ok
POOH AND LAID DOWN 179 JT 7"" CSG.
20:00
21:30
0
plug
abandon --
cut
ok
RIGGED DOWN CSG HANDLING EQUIPMENT AND CLEARED DRILLFLOOR.
21:30
22:00
0
plug
abandon --
cut
ok
LAID DOWN CSG SPEAR ASSY.
22:00
00:00
106
plug
abandon --
cut
ok
MADE UP WEAR BUSHING RUNNING TOOL, SET 10 3/4"" WEAR BUSHING IN WELLHEAD. LAID DOWN RUNNING TOOL.",1437,True,108
539,equipment_failure,,0,False,108
540,drilling_fluid,"Sample Time
23:59
Sample Point
Active pit
Sample Depth mMD
3765
Fluid Type
ULTIDRILL
Fluid Density (g/cm3)
1.55
Funnel Visc (s)
130
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
55
Yield point (Pa)
14.5
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",528,True,108
541,summary_activities_24h,"CIRCULATED GAS LEVEL DOWN. RIH AND SET KICK OFF PLUG. POOH AND LAID
DOWN EXCESS 3 1/2"" DP AND 4 3/4"" DC'S",138,True,109
542,summary_planned_24h,"RUN RTTS AND TEST 9 5/8"" CSG. POOH AND PICK UP 8 1/2"" DRILLING BHA.
START RIH TO KICK OFF.",131,True,109
